11330.00,0.0000,2660.00,0.0000,1180.00,0.0000,18140.00,0.0000,8730.00,0.0000
11730.00,0.0350,3010.00,0.1320,1380.00,0.1690,18580.00,0.0240,9320.00,0.0680
11660.00,-0.0060,2900.00,-0.0370,1540.00,0.1160,18320.00,-0.0140,9100.00,-0.0240
10870.00,-0.0680,2600.00,-0.1030,1430.00,-0.0710,17450.00,-0.0470,8420.00,-0.0750
10650.00,-0.0200,2510.00,-0.0350,1160.00,-0.1890,17110.00,-0.0190,8280.00,-0.0170
11170.00,0.0490,2740.00,0.0920,1240.00,0.0690,17570.00,0.0270,8560.00,0.0340
11150.00,-0.0020,2730.00,-0.0040,1280.00,0.0320,17520.00,-0.0030,8430.00,-0.0150
11350.00,0.0180,2650.00,-0.0290,1270.00,-0.0080,17680.00,0.0090,8250.00,-0.0210
11140.00,-0.0190,2550.00,-0.0380,1240.00,-0.0240,17270.00,-0.0230,8030.00,-0.0270
11030.00,-0.0100,2440.00,-0.0430,1190.00,-0.0400,17030.00,-0.0140,7770.00,-0.0320
11310.00,0.0250,2500.00,0.0250,1180.00,-0.0080,17410.00,0.0220,7900.00,0.0170
11990.00,0.0600,2660.00,0.0640,1210.00,0.0250,18430.00,0.0590,8270.00,0.0470
12840.00,0.0710,2900.00,0.0900,1340.00,0.1070,19580.00,0.0620,8650.00,0.0460
13460.00,0.0480,2980.00,0.0280,1400.00,0.0450,20460.00,0.0450,8910.00,0.0300
14310.00,0.0630,3090.00,0.0370,1500.00,0.0710,20810.00,0.0170,9020.00,0.0120
15330.00,0.0710,3250.00,0.0520,1520.00,0.0130,22670.00,0.0890,9320.00,0.0330
15610.00,0.0180,3300.00,0.0150,1640.00,0.0790,23160.00,0.0220,9300.00,-0.0020
17010.00,0.0900,3360.00,0.0180,1700.00,0.0370,24800.00,0.0710,9480.00,0.0190
17540.00,0.0310,3440.00,0.0240,1700.00,0.0000,25440.00,0.0260,9560.00,0.0080
18050.00,0.0290,3690.00,0.0730,1760.00,0.0350,26050.00,0.0240,9800.00,0.0250
18150.00,0.0060,3900.00,0.0570,2160.00,0.2270,26260.00,0.0080,10080.00,0.0290
18740.00,0.0330,4180.00,0.0720,2010.00,-0.0690,26960.00,0.0270,10460.00,0.0380
19210.00,0.0250,4430.00,0.0600,2180.00,0.0850,27570.00,0.0230,10840.00,0.0360
19900.00,0.0360,4600.00,0.0380,2220.00,0.0180,28020.00,0.0160,11240.00,0.0370
20190.00,0.0150,4640.00,0.0090,2200.00,-0.0090,28720.00,0.0250,11140.00,-0.0090
20850.00,0.0330,4780.00,0.0300,2360.00,0.0730,29470.00,0.0260,11460.00,0.0290
21650.00,0.0380,4880.00,0.0210,2470.00,0.0470,30400.00,0.0320,11730.00,0.0240
22710.00,0.0490,5020.00,0.0290,2390.00,-0.0320,31590.00,0.0390,12000.00,0.0230
23460.00,0.0330,5080.00,0.0120,2490.00,0.0420,32470.00,0.0280,12210.00,0.0180
23440.00,-0.0010,5120.00,0.0080,2390.00,-0.0400,32430.00,-0.0010,12310.00,0.0080
24680.00,0.0530,5350.00,0.0450,2290.00,-0.0420,33880.00,0.0450,12820.00,0.0410
25270.00,0.0240,5740.00,0.0730,2340.00,0.0220,34800.00,0.0270,13530.00,0.0550
25970.00,0.0280,6370.00,0.1100,2620.00,0.1200,35710.00,0.0260,14430.00,0.0670
26680.00,0.0270,6830.00,0.0720,2770.00,0.0570,36550.00,0.0240,15140.00,0.0490
27060.00,0.0140,7080.00,0.0370,2810.00,0.0140,37070.00,0.0140,15630.00,0.0320
27630.00,0.0210,7180.00,0.0140,2810.00,0.0000,37770.00,0.0190,15900.00,0.0170
28330.00,0.0250,7490.00,0.0430,2770.00,-0.0140,38700.00,0.0250,16410.00,0.0320
28440.00,0.0040,7560.00,0.0090,2730.00,-0.0140,38720.00,0.0010,16460.00,0.0030
30120.00,0.0590,8270.00,0.0940,3010.00,0.1030,41040.00,0.0600,17830.00,0.0830
30940.00,0.0270,8820.00,0.0670,3170.00,0.0530,42160.00,0.0270,18700.00,0.0490
31100.00,0.0050,9240.00,0.0480,3310.00,0.0440,42350.00,0.0050,19140.00,0.0240
31890.00,0.0250,9510.00,0.0290,3460.00,0.0450,43390.00,0.0250,19600.00,0.0240
32500.00,0.0190,9590.00,0.0080,3500.00,0.0120,44190.00,0.0180,19830.00,0.0120
33090.00,0.0180,9680.00,0.0090,3530.00,0.0090,44900.00,0.0160,20020.00,0.0100
34150.00,0.0320,9960.00,0.0290,3590.00,0.0170,46330.00,0.0320,20660.00,0.0320
35080.00,0.0270,10130.00,0.0170,3620.00,0.0080,47490.00,0.0250,21100.00,0.0210
35720.00,0.0180,10270.00,0.0140,3670.00,0.0140,48380.00,0.0190,21400.00,0.0140
35830.00,0.0030,10230.00,-0.0040,3660.00,-0.0030,48510.00,0.0030,21370.00,-0.0010
1830.00,0.0000,430.00,0.0000,190.00,0.0000,2930.00,0.0000,1410.00,0.0000
1950.00,0.0660,500.00,0.1630,230.00,0.2110,3090.00,0.0550,1550.00,0.0990
2050.00,0.0510,510.00,0.0200,270.00,0.1740,3220.00,0.0420,1600.00,0.0320
2130.00,0.0390,510.00,0.0000,280.00,0.0370,3420.00,0.0620,1650.00,0.0310
2290.00,0.0750,540.00,0.0590,250.00,-0.1070,3680.00,0.0760,1780.00,0.0790
2530.00,0.1050,620.00,0.1480,280.00,0.1200,3980.00,0.0820,1940.00,0.0900
2700.00,0.0670,660.00,0.0650,310.00,0.1070,4240.00,0.0650,2040.00,0.0520
2960.00,0.0960,690.00,0.0450,330.00,0.0650,4610.00,0.0870,2150.00,0.0540
3230.00,0.0910,740.00,0.0720,360.00,0.0910,5010.00,0.0870,2330.00,0.0840
3620.00,0.1210,800.00,0.0810,390.00,0.0830,5590.00,0.1160,2550.00,0.0940
4110.00,0.1350,910.00,0.1380,430.00,0.1030,6330.00,0.1320,2870.00,0.1250
4640.00,0.1290,1030.00,0.1320,470.00,0.0930,7130.00,0.1260,3200.00,0.1150
5090.00,0.0970,1150.00,0.1170,530.00,0.1280,7760.00,0.0880,3430.00,0.0720
5560.00,0.0920,1230.00,0.0700,580.00,0.0940,8450.00,0.0890,3680.00,0.0730
6120.00,0.1010,1320.00,0.0730,640.00,0.1030,8900.00,0.0530,3860.00,0.0490
6660.00,0.0880,1410.00,0.0680,660.00,0.0310,9850.00,0.1070,4050.00,0.0490
7050.00,0.0590,1490.00,0.0570,740.00,0.1210,10460.00,0.0620,4200.00,0.0370
8000.00,0.1350,1580.00,0.0600,800.00,0.0810,11660.00,0.1150,4460.00,0.0620
8660.00,0.0830,1700.00,0.0760,840.00,0.0500,12560.00,0.0770,4720.00,0.0580
9340.00,0.0790,1910.00,0.1240,910.00,0.0830,13480.00,0.0730,5070.00,0.0740
9810.00,0.0500,2110.00,0.1050,1170.00,0.2860,14190.00,0.0530,5450.00,0.0750
10450.00,0.0650,2330.00,0.1040,1120.00,-0.0430,15030.00,0.0590,5830.00,0.0700
11010.00,0.0540,2540.00,0.0900,1250.00,0.1160,15800.00,0.0510,6210.00,0.0650
11720.00,0.0640,2710.00,0.0670,1310.00,0.0480,16500.00,0.0440,6620.00,0.0660
12220.00,0.0430,2810.00,0.0370,1330.00,0.0150,17380.00,0.0530,6740.00,0.0180
12990.00,0.0630,2980.00,0.0600,1470.00,0.1050,18360.00,0.0560,7140.00,0.0590
13790.00,0.0620,3110.00,0.0440,1570.00,0.0680,19360.00,0.0540,7470.00,0.0460
14710.00,0.0670,3250.00,0.0450,1550.00,-0.0130,20460.00,0.0570,7770.00,0.0400
15520.00,0.0550,3360.00,0.0340,1650.00,0.0650,21480.00,0.0500,8080.00,0.0400
